1
100
-2	-5
-1.996058421	-4.964603411
-1.833475994	-3.635317415
-1.29342943	-0.7843250378
-0.5415910064	0.5928698946
-1.634677552	-2.330644307
-1.630809409	-2.308471842
-0.05113110421	0.951349609
0.107001119	1.11967544
-0.182266305	0.8448996309
-1.067286266	-0.1439320492
1.325167152	6.408318737
1.726925928	10.85936393
0.2722384511	1.366528845
0.2243773299	1.286018834
-1.796672343	-3.368355768
1.068204639	4.428152604
-1.924340786	-4.347255561
-0.9905609522	0.0187007454
-0.8072113065	0.3184078963
1.503923469	8.167262013
0.1262274585	1.144172059
1.681043767	10.2574272
0.06172460535	1.065769698
1.241717814	5.698139859
-1.246318998	-0.6289290189
1.545257776	8.622879251
0.2824560773	1.384772264
-1.69290174	-2.678700135
1.261095529	5.857055786
1.93956407	13.99793597
-1.526593163	-1.753811516
1.575623603	8.969840325
1.137934576	4.906335579
-1.596334906	-2.115966283
-0.9867574975	0.02613659943
-1.920633352	-4.316695557
-0.4864901031	0.6350436298
0.7155096422	2.593771748
0.7236921534	2.626442019
1.010826645	4.065430002
-1.975082186	-4.778828694
0.49762686	1.868487931
-1.494150263	-1.597333315
0.4701992039	1.795241564
1.08371305	4.530896449
-1.253856714	-0.6529592362
-0.01311320769	0.9870564936
0.03800156695	1.039500565
-0.7362439887	0.4067263316
0.8068102445	2.982940311
-0.5310134721	0.6012291483
1.50524946	8.181583402
-0.5160213407	0.6128515404
0.1010095935	1.112243126
-0.2886617675	0.7706109289
0.1709727137	1.2052022
0.6719143588	2.426731705
-1.315432682	-0.8612457668
1.323116541	6.390051199
1.447621596	7.576877696
1.076884557	4.485406763
-1.789682161	-3.319004304
1.866918564	12.85923331
-0.6628643434	0.485269402
-1.671613846	-2.548299611
-0.9187414808	0.1498476903
-1.702950519	-2.741535471
0.7049030508	2.552049448
1.240634203	5.689358376
-0.1431550713	0.8744045727
0.2767401922	1.374519511
0.04881208433	1.051311005
0.3460413278	1.507222509
0.9550341533	3.738201712
1.486755257	7.98358152
0.3118692765	1.439464891
1.858814346	12.73656329
-0.6658828115	0.4822647227
-0.4286881223	0.6763038646
-1.292289075	-0.7804150624
-1.552523908	-1.884289126
1.410723351	7.20840122
1.244687337	5.722261487
1.819549127	12.15439685
1.61713281	9.461245303
-1.444338974	-1.371281204
0.7447493749	2.712477462
-1.492050201	-1.587459152
-1.983639203	-4.85408683
-1.997988862	-4.981919971
-1.228192332	-0.5724105153
0.3471205954	1.509438804
-0.5001633854	0.6248774476
-1.892856236	-4.091875064
-0.1409388282	0.876125351
1.14137216	4.93100279
-0.2310607036	0.809992234
-0.8483844615	0.2607417615
1.413411805	7.234764045
